s1 packet_in: 8, packet_out: 8, ratio: 1.00
s2 packet_in: 15, packet_out: 15, ratio: 1.00
s3 packet_in: 34, packet_out: 34, ratio: 1.00
s4 packet_in: 77, packet_out: 77, ratio: 1.00
s5 packet_in: 56, packet_out: 56, ratio: 1.00
s6 packet_in: 12, packet_out: 12, ratio: 1.00
s7 packet_in: 12, packet_out: 12, ratio: 1.00
s8 packet_in: 61, packet_out: 61, ratio: 1.00
s9 packet_in: 127, packet_out: 127, ratio: 1.00
s10 packet_in: 14, packet_out: 14, ratio: 1.00
s11 packet_in: 12, packet_out: 12, ratio: 1.00
s12 packet_in: 13, packet_out: 13, ratio: 1.00
s13 packet_in: 47, packet_out: 47, ratio: 1.00
s14 packet_in: 45, packet_out: 45, ratio: 1.00
s15 packet_in: 16, packet_out: 16, ratio: 1.00
s16 packet_in: 236, packet_out: 236, ratio: 1.00
s17 packet_in: 263, packet_out: 263, ratio: 1.00
s18 packet_in: 19, packet_out: 19, ratio: 1.00
s19 packet_in: 247, packet_out: 247, ratio: 1.00
s20 packet_in: 138, packet_out: 138, ratio: 1.00
s21 packet_in: 41, packet_out: 41, ratio: 1.00
s22 packet_in: 56, packet_out: 56, ratio: 1.00
s23 packet_in: 39, packet_out: 39, ratio: 1.00
s24 packet_in: 13, packet_out: 13, ratio: 1.00
s25 packet_in: 3, packet_out: 3, ratio: 1.00
s26 packet_in: 5, packet_out: 5, ratio: 1.00
s27 packet_in: 5, packet_out: 5, ratio: 1.00
s28 packet_in: 5, packet_out: 5, ratio: 1.00
s29 packet_in: 44, packet_out: 44, ratio: 1.00
s30 packet_in: 114, packet_out: 114, ratio: 1.00
s31 packet_in: 62, packet_out: 62, ratio: 1.00
s32 packet_in: 172, packet_out: 172, ratio: 1.00
s33 packet_in: 46, packet_out: 46, ratio: 1.00
s34 packet_in: 36, packet_out: 36, ratio: 1.00
s35 packet_in: 40, packet_out: 40, ratio: 1.00
s36 packet_in: 34, packet_out: 34, ratio: 1.00
s37 packet_in: 101, packet_out: 101, ratio: 1.00
s38 packet_in: 49, packet_out: 49, ratio: 1.00
s39 packet_in: 64, packet_out: 64, ratio: 1.00
s40 packet_in: 276, packet_out: 276, ratio: 1.00
s41 packet_in: 166, packet_out: 166, ratio: 1.00
s42 packet_in: 16, packet_out: 16, ratio: 1.00
s43 packet_in: 124, packet_out: 124, ratio: 1.00
s44 packet_in: 45, packet_out: 45, ratio: 1.00
s45 packet_in: 68, packet_out: 68, ratio: 1.00
s46 packet_in: 158, packet_out: 158, ratio: 1.00
s47 packet_in: 47, packet_out: 47, ratio: 1.00
s48 packet_in: 299, packet_out: 299, ratio: 1.00
s49 packet_in: 999, packet_out: 999, ratio: 1.00
s50 packet_in: 1127, packet_out: 1127, ratio: 1.00
s51 packet_in: 58, packet_out: 58, ratio: 1.00
s52 packet_in: 56, packet_out: 56, ratio: 1.00
s53 packet_in: 8, packet_out: 8, ratio: 1.00
s54 packet_in: 308, packet_out: 308, ratio: 1.00
s55 packet_in: 9, packet_out: 9, ratio: 1.00
s56 packet_in: 68, packet_out: 68, ratio: 1.00
s57 packet_in: 10, packet_out: 10, ratio: 1.00
s58 packet_in: 4, packet_out: 4, ratio: 1.00
s59 packet_in: 12, packet_out: 12, ratio: 1.00
s60 packet_in: 6, packet_out: 6, ratio: 1.00
s61 packet_in: 7, packet_out: 7, ratio: 1.00
s62 packet_in: 647, packet_out: 647, ratio: 1.00
s63 packet_in: 9, packet_out: 9, ratio: 1.00
s64 packet_in: 68, packet_out: 68, ratio: 1.00
s65 packet_in: 4, packet_out: 4, ratio: 1.00
s66 packet_in: 8, packet_out: 8, ratio: 1.00
s67 packet_in: 732, packet_out: 732, ratio: 1.00
s68 packet_in: 10, packet_out: 10, ratio: 1.00
s69 packet_in: 34, packet_out: 34, ratio: 1.00
s70 packet_in: 2, packet_out: 2, ratio: 1.00
s71 packet_in: 84, packet_out: 84, ratio: 1.00
s72 packet_in: 34, packet_out: 34, ratio: 1.00
s73 packet_in: 46, packet_out: 46, ratio: 1.00
s74 packet_in: 2, packet_out: 2, ratio: 1.00
s75 packet_in: 62, packet_out: 62, ratio: 1.00
s76 packet_in: 714, packet_out: 714, ratio: 1.00
s77 packet_in: 180, packet_out: 180, ratio: 1.00
s78 packet_in: 459, packet_out: 459, ratio: 1.00
s79 packet_in: 6, packet_out: 6, ratio: 1.00
s80 packet_in: 283, packet_out: 283, ratio: 1.00
