s1 packet_in: 346, packet_out: 346, ratio: 1.00
s2 packet_in: 111, packet_out: 111, ratio: 1.00
s3 packet_in: 140, packet_out: 140, ratio: 1.00
s4 packet_in: 577, packet_out: 577, ratio: 1.00
s5 packet_in: 56, packet_out: 56, ratio: 1.00
s6 packet_in: 205, packet_out: 205, ratio: 1.00
s7 packet_in: 19, packet_out: 19, ratio: 1.00
s8 packet_in: 135, packet_out: 135, ratio: 1.00
s9 packet_in: 61, packet_out: 61, ratio: 1.00
s10 packet_in: 847, packet_out: 847, ratio: 1.00
s11 packet_in: 230, packet_out: 230, ratio: 1.00
s12 packet_in: 126, packet_out: 126, ratio: 1.00
s13 packet_in: 18, packet_out: 18, ratio: 1.00
s14 packet_in: 445, packet_out: 445, ratio: 1.00
s15 packet_in: 218, packet_out: 218, ratio: 1.00
s16 packet_in: 307, packet_out: 307, ratio: 1.00
s17 packet_in: 967, packet_out: 967, ratio: 1.00
s18 packet_in: 377, packet_out: 377, ratio: 1.00
s19 packet_in: 20, packet_out: 20, ratio: 1.00
s20 packet_in: 465, packet_out: 465, ratio: 1.00
s21 packet_in: 975, packet_out: 975, ratio: 1.00
s22 packet_in: 14, packet_out: 14, ratio: 1.00
s23 packet_in: 136, packet_out: 136, ratio: 1.00
s24 packet_in: 25, packet_out: 25, ratio: 1.00
s25 packet_in: 185, packet_out: 185, ratio: 1.00
s26 packet_in: 271, packet_out: 271, ratio: 1.00
s27 packet_in: 36, packet_out: 36, ratio: 1.00
s28 packet_in: 550, packet_out: 550, ratio: 1.00
s29 packet_in: 652, packet_out: 652, ratio: 1.00
s30 packet_in: 419, packet_out: 419, ratio: 1.00
s31 packet_in: 226, packet_out: 226, ratio: 1.00
s32 packet_in: 343, packet_out: 343, ratio: 1.00
s33 packet_in: 54, packet_out: 54, ratio: 1.00
s34 packet_in: 62, packet_out: 62, ratio: 1.00
s35 packet_in: 97, packet_out: 97, ratio: 1.00
s36 packet_in: 76, packet_out: 76, ratio: 1.00
s37 packet_in: 121, packet_out: 121, ratio: 1.00
s38 packet_in: 75, packet_out: 75, ratio: 1.00
s39 packet_in: 84, packet_out: 84, ratio: 1.00
s40 packet_in: 93, packet_out: 93, ratio: 1.00
s41 packet_in: 945, packet_out: 945, ratio: 1.00
s42 packet_in: 952, packet_out: 952, ratio: 1.00
s43 packet_in: 970, packet_out: 970, ratio: 1.00
s44 packet_in: 968, packet_out: 968, ratio: 1.00
s45 packet_in: 966, packet_out: 966, ratio: 1.00
s46 packet_in: 975, packet_out: 975, ratio: 1.00
s47 packet_in: 984, packet_out: 984, ratio: 1.00
s48 packet_in: 549, packet_out: 549, ratio: 1.00
s49 packet_in: 423, packet_out: 423, ratio: 1.00
s50 packet_in: 980, packet_out: 980, ratio: 1.00
s51 packet_in: 967, packet_out: 967, ratio: 1.00
s52 packet_in: 77, packet_out: 77, ratio: 1.00
s53 packet_in: 969, packet_out: 969, ratio: 1.00
s54 packet_in: 969, packet_out: 969, ratio: 1.00
s55 packet_in: 971, packet_out: 971, ratio: 1.00
s56 packet_in: 98, packet_out: 98, ratio: 1.00
s57 packet_in: 989, packet_out: 989, ratio: 1.00
s58 packet_in: 975, packet_out: 975, ratio: 1.00
s59 packet_in: 989, packet_out: 989, ratio: 1.00
s60 packet_in: 988, packet_out: 988, ratio: 1.00
s61 packet_in: 345, packet_out: 345, ratio: 1.00
s62 packet_in: 360, packet_out: 360, ratio: 1.00
s63 packet_in: 124, packet_out: 124, ratio: 1.00
s64 packet_in: 17, packet_out: 17, ratio: 1.00
s65 packet_in: 22, packet_out: 22, ratio: 1.00
s66 packet_in: 377, packet_out: 377, ratio: 1.00
s67 packet_in: 21, packet_out: 21, ratio: 1.00
s68 packet_in: 688, packet_out: 688, ratio: 1.00
s69 packet_in: 312, packet_out: 312, ratio: 1.00
s70 packet_in: 711, packet_out: 711, ratio: 1.00
s71 packet_in: 59, packet_out: 59, ratio: 1.00
s72 packet_in: 273, packet_out: 273, ratio: 1.00
s73 packet_in: 265, packet_out: 265, ratio: 1.00
s74 packet_in: 64, packet_out: 64, ratio: 1.00
s75 packet_in: 51, packet_out: 51, ratio: 1.00
s76 packet_in: 8, packet_out: 8, ratio: 1.00
