s1 packet_in: 75, packet_out: 75, ratio: 1.00
s2 packet_in: 23, packet_out: 23, ratio: 1.00
s3 packet_in: 164, packet_out: 164, ratio: 1.00
s4 packet_in: 83, packet_out: 83, ratio: 1.00
s5 packet_in: 722, packet_out: 722, ratio: 1.00
s6 packet_in: 32, packet_out: 32, ratio: 1.00
s7 packet_in: 353, packet_out: 353, ratio: 1.00
s8 packet_in: 59, packet_out: 59, ratio: 1.00
s9 packet_in: 66, packet_out: 66, ratio: 1.00
s10 packet_in: 28, packet_out: 28, ratio: 1.00
s11 packet_in: 127, packet_out: 127, ratio: 1.00
s12 packet_in: 30, packet_out: 30, ratio: 1.00
s13 packet_in: 19, packet_out: 19, ratio: 1.00
s14 packet_in: 780, packet_out: 780, ratio: 1.00
s15 packet_in: 598, packet_out: 598, ratio: 1.00
s16 packet_in: 58, packet_out: 58, ratio: 1.00
s17 packet_in: 412, packet_out: 412, ratio: 1.00
s18 packet_in: 90, packet_out: 90, ratio: 1.00
s19 packet_in: 67, packet_out: 67, ratio: 1.00
s20 packet_in: 77, packet_out: 77, ratio: 1.00
s21 packet_in: 784, packet_out: 784, ratio: 1.00
s22 packet_in: 72, packet_out: 72, ratio: 1.00
s23 packet_in: 121, packet_out: 121, ratio: 1.00
s24 packet_in: 790, packet_out: 790, ratio: 1.00
s25 packet_in: 621, packet_out: 621, ratio: 1.00
s26 packet_in: 230, packet_out: 230, ratio: 1.00
s27 packet_in: 455, packet_out: 455, ratio: 1.00
s28 packet_in: 355, packet_out: 355, ratio: 1.00
s29 packet_in: 39, packet_out: 39, ratio: 1.00
s30 packet_in: 46, packet_out: 46, ratio: 1.00
s31 packet_in: 78, packet_out: 78, ratio: 1.00
s32 packet_in: 66, packet_out: 66, ratio: 1.00
s33 packet_in: 785, packet_out: 785, ratio: 1.00
s34 packet_in: 787, packet_out: 787, ratio: 1.00
s35 packet_in: 788, packet_out: 788, ratio: 1.00
s36 packet_in: 387, packet_out: 387, ratio: 1.00
s37 packet_in: 784, packet_out: 784, ratio: 1.00
s38 packet_in: 788, packet_out: 788, ratio: 1.00
s39 packet_in: 784, packet_out: 784, ratio: 1.00
s40 packet_in: 786, packet_out: 786, ratio: 1.00
s41 packet_in: 787, packet_out: 787, ratio: 1.00
s42 packet_in: 789, packet_out: 789, ratio: 1.00
s43 packet_in: 780, packet_out: 780, ratio: 1.00
s44 packet_in: 789, packet_out: 789, ratio: 1.00
s45 packet_in: 322, packet_out: 322, ratio: 1.00
s46 packet_in: 793, packet_out: 793, ratio: 1.00
s47 packet_in: 783, packet_out: 783, ratio: 1.00
s48 packet_in: 785, packet_out: 785, ratio: 1.00
s49 packet_in: 789, packet_out: 789, ratio: 1.00
s50 packet_in: 409, packet_out: 409, ratio: 1.00
s51 packet_in: 715, packet_out: 715, ratio: 1.00
s52 packet_in: 783, packet_out: 783, ratio: 1.00
s53 packet_in: 222, packet_out: 222, ratio: 1.00
s54 packet_in: 783, packet_out: 783, ratio: 1.00
s55 packet_in: 132, packet_out: 132, ratio: 1.00
s56 packet_in: 784, packet_out: 784, ratio: 1.00
s57 packet_in: 70, packet_out: 70, ratio: 1.00
s58 packet_in: 782, packet_out: 782, ratio: 1.00
s59 packet_in: 787, packet_out: 787, ratio: 1.00
s60 packet_in: 781, packet_out: 781, ratio: 1.00
s61 packet_in: 45, packet_out: 45, ratio: 1.00
s62 packet_in: 89, packet_out: 89, ratio: 1.00
s63 packet_in: 52, packet_out: 52, ratio: 1.00
s64 packet_in: 221, packet_out: 221, ratio: 1.00
s65 packet_in: 133, packet_out: 133, ratio: 1.00
s66 packet_in: 41, packet_out: 41, ratio: 1.00
s67 packet_in: 90, packet_out: 90, ratio: 1.00
s68 packet_in: 9, packet_out: 9, ratio: 1.00
