s1 packet_in: 15, packet_out: 15, ratio: 1.00
s2 packet_in: 188, packet_out: 188, ratio: 1.00
s3 packet_in: 13, packet_out: 13, ratio: 1.00
s4 packet_in: 677, packet_out: 677, ratio: 1.00
s5 packet_in: 56, packet_out: 56, ratio: 1.00
s6 packet_in: 12, packet_out: 12, ratio: 1.00
s7 packet_in: 85, packet_out: 85, ratio: 1.00
s8 packet_in: 137, packet_out: 137, ratio: 1.00
s9 packet_in: 103, packet_out: 103, ratio: 1.00
s10 packet_in: 780, packet_out: 780, ratio: 1.00
s11 packet_in: 17, packet_out: 17, ratio: 1.00
s12 packet_in: 498, packet_out: 498, ratio: 1.00
s13 packet_in: 356, packet_out: 356, ratio: 1.00
s14 packet_in: 60, packet_out: 60, ratio: 1.00
s15 packet_in: 48, packet_out: 48, ratio: 1.00
s16 packet_in: 51, packet_out: 51, ratio: 1.00
s17 packet_in: 1017, packet_out: 1017, ratio: 1.00
s18 packet_in: 169, packet_out: 169, ratio: 1.00
s19 packet_in: 51, packet_out: 51, ratio: 1.00
s20 packet_in: 204, packet_out: 204, ratio: 1.00
s21 packet_in: 277, packet_out: 277, ratio: 1.00
s22 packet_in: 89, packet_out: 89, ratio: 1.00
s23 packet_in: 631, packet_out: 631, ratio: 1.00
s24 packet_in: 185, packet_out: 185, ratio: 1.00
s25 packet_in: 991, packet_out: 991, ratio: 1.00
s26 packet_in: 476, packet_out: 476, ratio: 1.00
s27 packet_in: 1034, packet_out: 1034, ratio: 1.00
s28 packet_in: 20, packet_out: 20, ratio: 1.00
s29 packet_in: 1029, packet_out: 1029, ratio: 1.00
s30 packet_in: 1038, packet_out: 1038, ratio: 1.00
s31 packet_in: 113, packet_out: 113, ratio: 1.00
s32 packet_in: 487, packet_out: 487, ratio: 1.00
s33 packet_in: 1028, packet_out: 1028, ratio: 1.00
s34 packet_in: 687, packet_out: 687, ratio: 1.00
s35 packet_in: 188, packet_out: 188, ratio: 1.00
s36 packet_in: 82, packet_out: 82, ratio: 1.00
s37 packet_in: 147, packet_out: 147, ratio: 1.00
s38 packet_in: 536, packet_out: 536, ratio: 1.00
s39 packet_in: 235, packet_out: 235, ratio: 1.00
s40 packet_in: 853, packet_out: 853, ratio: 1.00
s41 packet_in: 7, packet_out: 7, ratio: 1.00
s42 packet_in: 318, packet_out: 318, ratio: 1.00
s43 packet_in: 81, packet_out: 81, ratio: 1.00
s44 packet_in: 102, packet_out: 102, ratio: 1.00
s45 packet_in: 175, packet_out: 175, ratio: 1.00
s46 packet_in: 976, packet_out: 976, ratio: 1.00
