s1 packet_in: 73, packet_out: 73, ratio: 1.00
s2 packet_in: 44, packet_out: 44, ratio: 1.00
s3 packet_in: 98, packet_out: 98, ratio: 1.00
s4 packet_in: 21, packet_out: 21, ratio: 1.00
s5 packet_in: 51, packet_out: 51, ratio: 1.00
s6 packet_in: 46, packet_out: 46, ratio: 1.00
s7 packet_in: 49, packet_out: 49, ratio: 1.00
s8 packet_in: 15, packet_out: 15, ratio: 1.00
s9 packet_in: 660, packet_out: 660, ratio: 1.00
s10 packet_in: 85, packet_out: 85, ratio: 1.00
s11 packet_in: 164, packet_out: 164, ratio: 1.00
s12 packet_in: 25, packet_out: 25, ratio: 1.00
s13 packet_in: 54, packet_out: 54, ratio: 1.00
s14 packet_in: 29, packet_out: 29, ratio: 1.00
s15 packet_in: 11, packet_out: 11, ratio: 1.00
s16 packet_in: 44, packet_out: 44, ratio: 1.00
s17 packet_in: 78, packet_out: 78, ratio: 1.00
s18 packet_in: 53, packet_out: 53, ratio: 1.00
s19 packet_in: 135, packet_out: 135, ratio: 1.00
s20 packet_in: 13, packet_out: 13, ratio: 1.00
s21 packet_in: 59, packet_out: 59, ratio: 1.00
s22 packet_in: 43, packet_out: 43, ratio: 1.00
s23 packet_in: 402, packet_out: 402, ratio: 1.00
s24 packet_in: 309, packet_out: 309, ratio: 1.00
s25 packet_in: 47, packet_out: 47, ratio: 1.00
s26 packet_in: 75, packet_out: 75, ratio: 1.00
s27 packet_in: 423, packet_out: 423, ratio: 1.00
s28 packet_in: 1216, packet_out: 1216, ratio: 1.00
s29 packet_in: 284, packet_out: 284, ratio: 1.00
s30 packet_in: 1928, packet_out: 1928, ratio: 1.00
s31 packet_in: 938, packet_out: 938, ratio: 1.00
s32 packet_in: 77, packet_out: 77, ratio: 1.00
s33 packet_in: 1725, packet_out: 1725, ratio: 1.00
s34 packet_in: 47, packet_out: 47, ratio: 1.00
s35 packet_in: 651, packet_out: 651, ratio: 1.00
s36 packet_in: 1930, packet_out: 1930, ratio: 1.00
s37 packet_in: 1824, packet_out: 1824, ratio: 1.00
s38 packet_in: 717, packet_out: 717, ratio: 1.00
s39 packet_in: 1043, packet_out: 1043, ratio: 1.00
s40 packet_in: 26, packet_out: 26, ratio: 1.00
s41 packet_in: 178, packet_out: 178, ratio: 1.00
s42 packet_in: 67, packet_out: 67, ratio: 1.00
s43 packet_in: 55, packet_out: 55, ratio: 1.00
s44 packet_in: 12, packet_out: 12, ratio: 1.00
s45 packet_in: 32, packet_out: 32, ratio: 1.00
s46 packet_in: 53, packet_out: 53, ratio: 1.00
s47 packet_in: 9, packet_out: 9, ratio: 1.00
s48 packet_in: 84, packet_out: 84, ratio: 1.00
s49 packet_in: 9, packet_out: 9, ratio: 1.00
s50 packet_in: 41, packet_out: 41, ratio: 1.00
s51 packet_in: 652, packet_out: 652, ratio: 1.00
s52 packet_in: 664, packet_out: 664, ratio: 1.00
s53 packet_in: 408, packet_out: 408, ratio: 1.00
s54 packet_in: 372, packet_out: 372, ratio: 1.00
s55 packet_in: 208, packet_out: 208, ratio: 1.00
s56 packet_in: 503, packet_out: 503, ratio: 1.00
s57 packet_in: 1844, packet_out: 1844, ratio: 1.00
s58 packet_in: 277, packet_out: 277, ratio: 1.00
s59 packet_in: 373, packet_out: 373, ratio: 1.00
s60 packet_in: 59, packet_out: 59, ratio: 1.00
s61 packet_in: 83, packet_out: 83, ratio: 1.00
s62 packet_in: 18, packet_out: 18, ratio: 1.00
s63 packet_in: 19, packet_out: 19, ratio: 1.00
s64 packet_in: 18, packet_out: 18, ratio: 1.00
s65 packet_in: 10, packet_out: 10, ratio: 1.00
s66 packet_in: 5, packet_out: 5, ratio: 1.00
s67 packet_in: 6, packet_out: 6, ratio: 1.00
s68 packet_in: 42, packet_out: 42, ratio: 1.00
s69 packet_in: 92, packet_out: 92, ratio: 1.00
s70 packet_in: 5, packet_out: 5, ratio: 1.00
s71 packet_in: 610, packet_out: 610, ratio: 1.00
s72 packet_in: 236, packet_out: 236, ratio: 1.00
s73 packet_in: 87, packet_out: 87, ratio: 1.00
s74 packet_in: 648, packet_out: 648, ratio: 1.00
s75 packet_in: 799, packet_out: 799, ratio: 1.00
s76 packet_in: 1926, packet_out: 1926, ratio: 1.00
s77 packet_in: 8, packet_out: 8, ratio: 1.00
s78 packet_in: 51, packet_out: 51, ratio: 1.00
s79 packet_in: 48, packet_out: 48, ratio: 1.00
s80 packet_in: 1939, packet_out: 1939, ratio: 1.00
s81 packet_in: 1923, packet_out: 1923, ratio: 1.00
s82 packet_in: 95, packet_out: 95, ratio: 1.00
s83 packet_in: 1933, packet_out: 1933, ratio: 1.00
s84 packet_in: 106, packet_out: 106, ratio: 1.00
s85 packet_in: 4, packet_out: 4, ratio: 1.00
s86 packet_in: 891, packet_out: 891, ratio: 1.00
s87 packet_in: 988, packet_out: 988, ratio: 1.00
s88 packet_in: 139, packet_out: 139, ratio: 1.00
s89 packet_in: 1926, packet_out: 1926, ratio: 1.00
s90 packet_in: 750, packet_out: 750, ratio: 1.00
s91 packet_in: 251, packet_out: 251, ratio: 1.00
s92 packet_in: 35, packet_out: 35, ratio: 1.00
s93 packet_in: 252, packet_out: 252, ratio: 1.00
s94 packet_in: 93, packet_out: 93, ratio: 1.00
s95 packet_in: 6, packet_out: 6, ratio: 1.00
s96 packet_in: 10, packet_out: 10, ratio: 1.00
s97 packet_in: 101, packet_out: 101, ratio: 1.00
s98 packet_in: 9, packet_out: 9, ratio: 1.00
s99 packet_in: 4, packet_out: 4, ratio: 1.00
s100 packet_in: 1300, packet_out: 1300, ratio: 1.00
s101 packet_in: 153, packet_out: 153, ratio: 1.00
s102 packet_in: 67, packet_out: 67, ratio: 1.00
s103 packet_in: 1343, packet_out: 1343, ratio: 1.00
s104 packet_in: 50, packet_out: 50, ratio: 1.00
s105 packet_in: 6, packet_out: 6, ratio: 1.00
s106 packet_in: 207, packet_out: 207, ratio: 1.00
s107 packet_in: 1227, packet_out: 1227, ratio: 1.00
s108 packet_in: 760, packet_out: 760, ratio: 1.00
s109 packet_in: 35, packet_out: 35, ratio: 1.00
s110 packet_in: 6, packet_out: 6, ratio: 1.00
s111 packet_in: 10, packet_out: 10, ratio: 1.00
s112 packet_in: 665, packet_out: 665, ratio: 1.00
s113 packet_in: 8, packet_out: 8, ratio: 1.00
s114 packet_in: 10, packet_out: 10, ratio: 1.00
s115 packet_in: 106, packet_out: 106, ratio: 1.00
s116 packet_in: 104, packet_out: 104, ratio: 1.00
s117 packet_in: 6, packet_out: 6, ratio: 1.00
s118 packet_in: 4, packet_out: 4, ratio: 1.00
s119 packet_in: 6, packet_out: 6, ratio: 1.00
s120 packet_in: 109, packet_out: 109, ratio: 1.00
s121 packet_in: 1917, packet_out: 1917, ratio: 1.00
s122 packet_in: 6, packet_out: 6, ratio: 1.00
s123 packet_in: 115, packet_out: 115, ratio: 1.00
s124 packet_in: 87, packet_out: 87, ratio: 1.00
s125 packet_in: 1913, packet_out: 1912, ratio: 1.00
