s1 packet_in: 56, packet_out: 56, ratio: 1.00
s2 packet_in: 187, packet_out: 187, ratio: 1.00
s3 packet_in: 405, packet_out: 405, ratio: 1.00
s4 packet_in: 142, packet_out: 142, ratio: 1.00
s5 packet_in: 21, packet_out: 21, ratio: 1.00
s6 packet_in: 12, packet_out: 12, ratio: 1.00
s7 packet_in: 685, packet_out: 685, ratio: 1.00
s8 packet_in: 42, packet_out: 42, ratio: 1.00
s9 packet_in: 53, packet_out: 53, ratio: 1.00
s10 packet_in: 540, packet_out: 540, ratio: 1.00
s11 packet_in: 197, packet_out: 197, ratio: 1.00
s12 packet_in: 687, packet_out: 687, ratio: 1.00
s13 packet_in: 65, packet_out: 65, ratio: 1.00
s14 packet_in: 131, packet_out: 131, ratio: 1.00
s15 packet_in: 115, packet_out: 115, ratio: 1.00
s16 packet_in: 59, packet_out: 59, ratio: 1.00
s17 packet_in: 50, packet_out: 50, ratio: 1.00
s18 packet_in: 14, packet_out: 14, ratio: 1.00
s19 packet_in: 685, packet_out: 685, ratio: 1.00
s20 packet_in: 69, packet_out: 69, ratio: 1.00
s21 packet_in: 75, packet_out: 75, ratio: 1.00
s22 packet_in: 46, packet_out: 46, ratio: 1.00
s23 packet_in: 35, packet_out: 35, ratio: 1.00
s24 packet_in: 167, packet_out: 167, ratio: 1.00
s25 packet_in: 254, packet_out: 254, ratio: 1.00
s26 packet_in: 469, packet_out: 469, ratio: 1.00
s27 packet_in: 683, packet_out: 683, ratio: 1.00
s28 packet_in: 689, packet_out: 689, ratio: 1.00
s29 packet_in: 691, packet_out: 691, ratio: 1.00
s30 packet_in: 278, packet_out: 278, ratio: 1.00
s31 packet_in: 615, packet_out: 615, ratio: 1.00
s32 packet_in: 684, packet_out: 684, ratio: 1.00
s33 packet_in: 134, packet_out: 134, ratio: 1.00
s34 packet_in: 687, packet_out: 687, ratio: 1.00
s35 packet_in: 686, packet_out: 686, ratio: 1.00
s36 packet_in: 689, packet_out: 689, ratio: 1.00
s37 packet_in: 686, packet_out: 686, ratio: 1.00
s38 packet_in: 697, packet_out: 697, ratio: 1.00
s39 packet_in: 683, packet_out: 683, ratio: 1.00
s40 packet_in: 695, packet_out: 695, ratio: 1.00
s41 packet_in: 687, packet_out: 687, ratio: 1.00
s42 packet_in: 176, packet_out: 176, ratio: 1.00
s43 packet_in: 692, packet_out: 692, ratio: 1.00
s44 packet_in: 687, packet_out: 687, ratio: 1.00
s45 packet_in: 253, packet_out: 253, ratio: 1.00
