s1 packet_in: 213, packet_out: 213, ratio: 1.00
s2 packet_in: 37, packet_out: 37, ratio: 1.00
s3 packet_in: 27, packet_out: 27, ratio: 1.00
s4 packet_in: 43, packet_out: 43, ratio: 1.00
s5 packet_in: 71, packet_out: 71, ratio: 1.00
s6 packet_in: 348, packet_out: 348, ratio: 1.00
s7 packet_in: 48, packet_out: 48, ratio: 1.00
s8 packet_in: 37, packet_out: 37, ratio: 1.00
s9 packet_in: 32, packet_out: 32, ratio: 1.00
s10 packet_in: 91, packet_out: 91, ratio: 1.00
s11 packet_in: 19, packet_out: 19, ratio: 1.00
s12 packet_in: 10, packet_out: 10, ratio: 1.00
s13 packet_in: 96, packet_out: 96, ratio: 1.00
s14 packet_in: 122, packet_out: 122, ratio: 1.00
s15 packet_in: 34, packet_out: 34, ratio: 1.00
s16 packet_in: 29, packet_out: 29, ratio: 1.00
s17 packet_in: 74, packet_out: 74, ratio: 1.00
s18 packet_in: 591, packet_out: 591, ratio: 1.00
s19 packet_in: 4, packet_out: 4, ratio: 1.00
s20 packet_in: 5, packet_out: 5, ratio: 1.00
s21 packet_in: 5, packet_out: 5, ratio: 1.00
s22 packet_in: 67, packet_out: 67, ratio: 1.00
s23 packet_in: 73, packet_out: 73, ratio: 1.00
s24 packet_in: 89, packet_out: 89, ratio: 1.00
s25 packet_in: 522, packet_out: 522, ratio: 1.00
s26 packet_in: 76, packet_out: 76, ratio: 1.00
s27 packet_in: 91, packet_out: 91, ratio: 1.00
s28 packet_in: 82, packet_out: 82, ratio: 1.00
s29 packet_in: 6, packet_out: 6, ratio: 1.00
s30 packet_in: 6, packet_out: 6, ratio: 1.00
s31 packet_in: 47, packet_out: 47, ratio: 1.00
s32 packet_in: 58, packet_out: 58, ratio: 1.00
s33 packet_in: 6, packet_out: 6, ratio: 1.00
s34 packet_in: 73, packet_out: 73, ratio: 1.00
s35 packet_in: 73, packet_out: 73, ratio: 1.00
s36 packet_in: 7, packet_out: 7, ratio: 1.00
s37 packet_in: 8, packet_out: 8, ratio: 1.00
s38 packet_in: 2, packet_out: 2, ratio: 1.00
s39 packet_in: 12, packet_out: 12, ratio: 1.00
s40 packet_in: 8, packet_out: 8, ratio: 1.00
s41 packet_in: 29, packet_out: 29, ratio: 1.00
s42 packet_in: 97, packet_out: 97, ratio: 1.00
s43 packet_in: 7, packet_out: 7, ratio: 1.00
s44 packet_in: 176, packet_out: 176, ratio: 1.00
s45 packet_in: 146, packet_out: 146, ratio: 1.00
