s1 packet_in: 73, packet_out: 73, ratio: 1.00
s2 packet_in: 95, packet_out: 95, ratio: 1.00
s3 packet_in: 196, packet_out: 196, ratio: 1.00
s4 packet_in: 31, packet_out: 31, ratio: 1.00
s5 packet_in: 57, packet_out: 57, ratio: 1.00
s6 packet_in: 87, packet_out: 87, ratio: 1.00
s7 packet_in: 37, packet_out: 37, ratio: 1.00
s8 packet_in: 81, packet_out: 81, ratio: 1.00
s9 packet_in: 131, packet_out: 131, ratio: 1.00
s10 packet_in: 60, packet_out: 60, ratio: 1.00
s11 packet_in: 134, packet_out: 134, ratio: 1.00
s12 packet_in: 16, packet_out: 16, ratio: 1.00
s13 packet_in: 103, packet_out: 103, ratio: 1.00
s14 packet_in: 229, packet_out: 229, ratio: 1.00
s15 packet_in: 262, packet_out: 262, ratio: 1.00
s16 packet_in: 162, packet_out: 162, ratio: 1.00
s17 packet_in: 38, packet_out: 38, ratio: 1.00
s18 packet_in: 303, packet_out: 303, ratio: 1.00
s19 packet_in: 62, packet_out: 62, ratio: 1.00
s20 packet_in: 532, packet_out: 532, ratio: 1.00
s21 packet_in: 122, packet_out: 122, ratio: 1.00
s22 packet_in: 51, packet_out: 51, ratio: 1.00
s23 packet_in: 149, packet_out: 149, ratio: 1.00
s24 packet_in: 47, packet_out: 47, ratio: 1.00
s25 packet_in: 47, packet_out: 47, ratio: 1.00
s26 packet_in: 77, packet_out: 77, ratio: 1.00
s27 packet_in: 117, packet_out: 117, ratio: 1.00
s28 packet_in: 135, packet_out: 135, ratio: 1.00
s29 packet_in: 110, packet_out: 110, ratio: 1.00
s30 packet_in: 76, packet_out: 76, ratio: 1.00
s31 packet_in: 1303, packet_out: 1303, ratio: 1.00
s32 packet_in: 2198, packet_out: 2198, ratio: 1.00
s33 packet_in: 1083, packet_out: 1083, ratio: 1.00
s34 packet_in: 2211, packet_out: 2211, ratio: 1.00
s35 packet_in: 1126, packet_out: 1126, ratio: 1.00
s36 packet_in: 1240, packet_out: 1240, ratio: 1.00
s37 packet_in: 2041, packet_out: 2041, ratio: 1.00
s38 packet_in: 2340, packet_out: 2340, ratio: 1.00
s39 packet_in: 108, packet_out: 108, ratio: 1.00
s40 packet_in: 1575, packet_out: 1575, ratio: 1.00
s41 packet_in: 1131, packet_out: 1131, ratio: 1.00
s42 packet_in: 79, packet_out: 79, ratio: 1.00
s43 packet_in: 2186, packet_out: 2186, ratio: 1.00
s44 packet_in: 2243, packet_out: 2243, ratio: 1.00
s45 packet_in: 1870, packet_out: 1870, ratio: 1.00
s46 packet_in: 226, packet_out: 226, ratio: 1.00
s47 packet_in: 312, packet_out: 312, ratio: 1.00
s48 packet_in: 82, packet_out: 82, ratio: 1.00
s49 packet_in: 95, packet_out: 95, ratio: 1.00
s50 packet_in: 92, packet_out: 92, ratio: 1.00
s51 packet_in: 2194, packet_out: 2194, ratio: 1.00
s52 packet_in: 643, packet_out: 643, ratio: 1.00
s53 packet_in: 179, packet_out: 179, ratio: 1.00
s54 packet_in: 2057, packet_out: 2057, ratio: 1.00
s55 packet_in: 826, packet_out: 826, ratio: 1.00
s56 packet_in: 1149, packet_out: 1149, ratio: 1.00
s57 packet_in: 1703, packet_out: 1703, ratio: 1.00
s58 packet_in: 962, packet_out: 962, ratio: 1.00
s59 packet_in: 755, packet_out: 755, ratio: 1.00
s60 packet_in: 115, packet_out: 115, ratio: 1.00
s61 packet_in: 58, packet_out: 58, ratio: 1.00
s62 packet_in: 12, packet_out: 12, ratio: 1.00
s63 packet_in: 164, packet_out: 164, ratio: 1.00
s64 packet_in: 101, packet_out: 101, ratio: 1.00
s65 packet_in: 480, packet_out: 480, ratio: 1.00
s66 packet_in: 352, packet_out: 352, ratio: 1.00
s67 packet_in: 2180, packet_out: 2180, ratio: 1.00
s68 packet_in: 1469, packet_out: 1469, ratio: 1.00
s69 packet_in: 2072, packet_out: 2072, ratio: 1.00
s70 packet_in: 1275, packet_out: 1275, ratio: 1.00
s71 packet_in: 2212, packet_out: 2212, ratio: 1.00
s72 packet_in: 2354, packet_out: 2354, ratio: 1.00
s73 packet_in: 2360, packet_out: 2360, ratio: 1.00
s74 packet_in: 728, packet_out: 728, ratio: 1.00
s75 packet_in: 2361, packet_out: 2361, ratio: 1.00
s76 packet_in: 6, packet_out: 6, ratio: 1.00
s77 packet_in: 966, packet_out: 966, ratio: 1.00
s78 packet_in: 8, packet_out: 8, ratio: 1.00
s79 packet_in: 4, packet_out: 4, ratio: 1.00
s80 packet_in: 2276, packet_out: 2276, ratio: 1.00
s81 packet_in: 108, packet_out: 108, ratio: 1.00
s82 packet_in: 1886, packet_out: 1886, ratio: 1.00
s83 packet_in: 145, packet_out: 145, ratio: 1.00
s84 packet_in: 2355, packet_out: 2355, ratio: 1.00
s85 packet_in: 1029, packet_out: 1029, ratio: 1.00
s86 packet_in: 2337, packet_out: 2337, ratio: 1.00
s87 packet_in: 2, packet_out: 2, ratio: 1.00
s88 packet_in: 2117, packet_out: 2117, ratio: 1.00
s89 packet_in: 112, packet_out: 112, ratio: 1.00
s90 packet_in: 144, packet_out: 144, ratio: 1.00
s91 packet_in: 144, packet_out: 144, ratio: 1.00
s92 packet_in: 2112, packet_out: 2112, ratio: 1.00
s93 packet_in: 109, packet_out: 109, ratio: 1.00
s94 packet_in: 6, packet_out: 6, ratio: 1.00
s95 packet_in: 10, packet_out: 10, ratio: 1.00
s96 packet_in: 10, packet_out: 10, ratio: 1.00
s97 packet_in: 124, packet_out: 124, ratio: 1.00
s98 packet_in: 95, packet_out: 95, ratio: 1.00
s99 packet_in: 10, packet_out: 10, ratio: 1.00
s100 packet_in: 113, packet_out: 113, ratio: 1.00
s101 packet_in: 12, packet_out: 12, ratio: 1.00
s102 packet_in: 63, packet_out: 63, ratio: 1.00
s103 packet_in: 108, packet_out: 108, ratio: 1.00
s104 packet_in: 12, packet_out: 12, ratio: 1.00
s105 packet_in: 2352, packet_out: 2352, ratio: 1.00
s106 packet_in: 6, packet_out: 6, ratio: 1.00
s107 packet_in: 62, packet_out: 62, ratio: 1.00
s108 packet_in: 8, packet_out: 8, ratio: 1.00
s109 packet_in: 2342, packet_out: 2342, ratio: 1.00
s110 packet_in: 2350, packet_out: 2350, ratio: 1.00
s111 packet_in: 1207, packet_out: 1207, ratio: 1.00
s112 packet_in: 2, packet_out: 2, ratio: 1.00
s113 packet_in: 1907, packet_out: 1907, ratio: 1.00
s114 packet_in: 64, packet_out: 64, ratio: 1.00
s115 packet_in: 10, packet_out: 10, ratio: 1.00
s116 packet_in: 981, packet_out: 981, ratio: 1.00
s117 packet_in: 269, packet_out: 269, ratio: 1.00
s118 packet_in: 2261, packet_out: 2261, ratio: 1.00
s119 packet_in: 2357, packet_out: 2356, ratio: 1.00
s120 packet_in: 1459, packet_out: 1459, ratio: 1.00
s121 packet_in: 424, packet_out: 424, ratio: 1.00
s122 packet_in: 1232, packet_out: 1232, ratio: 1.00
s123 packet_in: 1827, packet_out: 1827, ratio: 1.00
s124 packet_in: 201, packet_out: 201, ratio: 1.00
s125 packet_in: 98, packet_out: 98, ratio: 1.00
