s1 packet_in: 47, packet_out: 47, ratio: 1.00
s2 packet_in: 175, packet_out: 175, ratio: 1.00
s3 packet_in: 154, packet_out: 154, ratio: 1.00
s4 packet_in: 102, packet_out: 102, ratio: 1.00
s5 packet_in: 49, packet_out: 49, ratio: 1.00
s6 packet_in: 114, packet_out: 114, ratio: 1.00
s7 packet_in: 7, packet_out: 7, ratio: 1.00
s8 packet_in: 8, packet_out: 8, ratio: 1.00
s9 packet_in: 21, packet_out: 21, ratio: 1.00
s10 packet_in: 52, packet_out: 52, ratio: 1.00
s11 packet_in: 1609, packet_out: 1609, ratio: 1.00
s12 packet_in: 41, packet_out: 41, ratio: 1.00
s13 packet_in: 134, packet_out: 134, ratio: 1.00
s14 packet_in: 134, packet_out: 134, ratio: 1.00
s15 packet_in: 47, packet_out: 47, ratio: 1.00
s16 packet_in: 168, packet_out: 168, ratio: 1.00
s17 packet_in: 9, packet_out: 9, ratio: 1.00
s18 packet_in: 11, packet_out: 11, ratio: 1.00
s19 packet_in: 151, packet_out: 151, ratio: 1.00
s20 packet_in: 41, packet_out: 41, ratio: 1.00
s21 packet_in: 314, packet_out: 314, ratio: 1.00
s22 packet_in: 12, packet_out: 12, ratio: 1.00
s23 packet_in: 54, packet_out: 54, ratio: 1.00
s24 packet_in: 21, packet_out: 21, ratio: 1.00
s25 packet_in: 69, packet_out: 69, ratio: 1.00
s26 packet_in: 712, packet_out: 712, ratio: 1.00
s27 packet_in: 946, packet_out: 946, ratio: 1.00
s28 packet_in: 32, packet_out: 32, ratio: 1.00
s29 packet_in: 1065, packet_out: 1065, ratio: 1.00
s30 packet_in: 398, packet_out: 398, ratio: 1.00
s31 packet_in: 503, packet_out: 503, ratio: 1.00
s32 packet_in: 1612, packet_out: 1612, ratio: 1.00
s33 packet_in: 1192, packet_out: 1192, ratio: 1.00
s34 packet_in: 1541, packet_out: 1541, ratio: 1.00
s35 packet_in: 347, packet_out: 347, ratio: 1.00
s36 packet_in: 331, packet_out: 331, ratio: 1.00
s37 packet_in: 100, packet_out: 100, ratio: 1.00
s38 packet_in: 149, packet_out: 149, ratio: 1.00
s39 packet_in: 598, packet_out: 598, ratio: 1.00
s40 packet_in: 674, packet_out: 674, ratio: 1.00
s41 packet_in: 4, packet_out: 4, ratio: 1.00
s42 packet_in: 5, packet_out: 5, ratio: 1.00
s43 packet_in: 1, packet_out: 1, ratio: 1.00
s44 packet_in: 8, packet_out: 8, ratio: 1.00
s45 packet_in: 2, packet_out: 2, ratio: 1.00
