s1 packet_in: 115, packet_out: 115, ratio: 1.00
s2 packet_in: 75, packet_out: 75, ratio: 1.00
s3 packet_in: 59, packet_out: 59, ratio: 1.00
s4 packet_in: 45, packet_out: 45, ratio: 1.00
s5 packet_in: 49, packet_out: 49, ratio: 1.00
s6 packet_in: 74, packet_out: 74, ratio: 1.00
s7 packet_in: 15, packet_out: 15, ratio: 1.00
s8 packet_in: 17, packet_out: 17, ratio: 1.00
s9 packet_in: 10, packet_out: 10, ratio: 1.00
s10 packet_in: 23, packet_out: 23, ratio: 1.00
s11 packet_in: 48, packet_out: 48, ratio: 1.00
s12 packet_in: 56, packet_out: 56, ratio: 1.00
s13 packet_in: 20, packet_out: 20, ratio: 1.00
s14 packet_in: 15, packet_out: 15, ratio: 1.00
s15 packet_in: 294, packet_out: 294, ratio: 1.00
s16 packet_in: 47, packet_out: 47, ratio: 1.00
s17 packet_in: 13, packet_out: 13, ratio: 1.00
s18 packet_in: 27, packet_out: 27, ratio: 1.00
s19 packet_in: 42, packet_out: 42, ratio: 1.00
s20 packet_in: 75, packet_out: 75, ratio: 1.00
s21 packet_in: 103, packet_out: 103, ratio: 1.00
s22 packet_in: 14, packet_out: 14, ratio: 1.00
s23 packet_in: 133, packet_out: 133, ratio: 1.00
s24 packet_in: 10, packet_out: 10, ratio: 1.00
s25 packet_in: 44, packet_out: 44, ratio: 1.00
s26 packet_in: 4, packet_out: 4, ratio: 1.00
s27 packet_in: 227, packet_out: 227, ratio: 1.00
s28 packet_in: 468, packet_out: 468, ratio: 1.00
s29 packet_in: 246, packet_out: 246, ratio: 1.00
s30 packet_in: 153, packet_out: 153, ratio: 1.00
s31 packet_in: 37, packet_out: 37, ratio: 1.00
s32 packet_in: 39, packet_out: 39, ratio: 1.00
s33 packet_in: 27, packet_out: 27, ratio: 1.00
s34 packet_in: 71, packet_out: 71, ratio: 1.00
s35 packet_in: 39, packet_out: 39, ratio: 1.00
s36 packet_in: 846, packet_out: 846, ratio: 1.00
s37 packet_in: 58, packet_out: 58, ratio: 1.00
s38 packet_in: 632, packet_out: 632, ratio: 1.00
s39 packet_in: 232, packet_out: 232, ratio: 1.00
s40 packet_in: 344, packet_out: 344, ratio: 1.00
s41 packet_in: 585, packet_out: 585, ratio: 1.00
s42 packet_in: 229, packet_out: 229, ratio: 1.00
s43 packet_in: 998, packet_out: 998, ratio: 1.00
s44 packet_in: 999, packet_out: 999, ratio: 1.00
s45 packet_in: 647, packet_out: 647, ratio: 1.00
s46 packet_in: 994, packet_out: 994, ratio: 1.00
s47 packet_in: 989, packet_out: 989, ratio: 1.00
