s1 packet_in: 563, packet_out: 563, ratio: 1.00
s2 packet_in: 20, packet_out: 20, ratio: 1.00
s3 packet_in: 103, packet_out: 103, ratio: 1.00
s4 packet_in: 50, packet_out: 50, ratio: 1.00
s5 packet_in: 424, packet_out: 424, ratio: 1.00
s6 packet_in: 105, packet_out: 105, ratio: 1.00
s7 packet_in: 68, packet_out: 68, ratio: 1.00
s8 packet_in: 84, packet_out: 84, ratio: 1.00
s9 packet_in: 44, packet_out: 44, ratio: 1.00
s10 packet_in: 30, packet_out: 30, ratio: 1.00
s11 packet_in: 47, packet_out: 47, ratio: 1.00
s12 packet_in: 13, packet_out: 13, ratio: 1.00
s13 packet_in: 229, packet_out: 229, ratio: 1.00
s14 packet_in: 19, packet_out: 19, ratio: 1.00
s15 packet_in: 159, packet_out: 159, ratio: 1.00
s16 packet_in: 532, packet_out: 532, ratio: 1.00
s17 packet_in: 65, packet_out: 65, ratio: 1.00
s18 packet_in: 51, packet_out: 51, ratio: 1.00
s19 packet_in: 16, packet_out: 16, ratio: 1.00
s20 packet_in: 232, packet_out: 232, ratio: 1.00
s21 packet_in: 869, packet_out: 869, ratio: 1.00
s22 packet_in: 453, packet_out: 453, ratio: 1.00
s23 packet_in: 91, packet_out: 91, ratio: 1.00
s24 packet_in: 15, packet_out: 15, ratio: 1.00
s25 packet_in: 307, packet_out: 307, ratio: 1.00
s26 packet_in: 867, packet_out: 867, ratio: 1.00
s27 packet_in: 872, packet_out: 872, ratio: 1.00
s28 packet_in: 383, packet_out: 383, ratio: 1.00
s29 packet_in: 283, packet_out: 283, ratio: 1.00
s30 packet_in: 472, packet_out: 472, ratio: 1.00
s31 packet_in: 9, packet_out: 9, ratio: 1.00
s32 packet_in: 164, packet_out: 164, ratio: 1.00
s33 packet_in: 477, packet_out: 477, ratio: 1.00
s34 packet_in: 58, packet_out: 58, ratio: 1.00
s35 packet_in: 160, packet_out: 160, ratio: 1.00
s36 packet_in: 48, packet_out: 48, ratio: 1.00
s37 packet_in: 59, packet_out: 59, ratio: 1.00
s38 packet_in: 44, packet_out: 44, ratio: 1.00
s39 packet_in: 51, packet_out: 51, ratio: 1.00
s40 packet_in: 44, packet_out: 44, ratio: 1.00
s41 packet_in: 875, packet_out: 875, ratio: 1.00
s42 packet_in: 870, packet_out: 870, ratio: 1.00
s43 packet_in: 864, packet_out: 864, ratio: 1.00
s44 packet_in: 610, packet_out: 610, ratio: 1.00
s45 packet_in: 866, packet_out: 866, ratio: 1.00
s46 packet_in: 864, packet_out: 864, ratio: 1.00
s47 packet_in: 308, packet_out: 308, ratio: 1.00
s48 packet_in: 374, packet_out: 374, ratio: 1.00
s49 packet_in: 863, packet_out: 863, ratio: 1.00
s50 packet_in: 808, packet_out: 808, ratio: 1.00
s51 packet_in: 71, packet_out: 71, ratio: 1.00
s52 packet_in: 89, packet_out: 89, ratio: 1.00
s53 packet_in: 51, packet_out: 51, ratio: 1.00
s54 packet_in: 53, packet_out: 53, ratio: 1.00
s55 packet_in: 18, packet_out: 18, ratio: 1.00
s56 packet_in: 859, packet_out: 859, ratio: 1.00
s57 packet_in: 867, packet_out: 867, ratio: 1.00
s58 packet_in: 862, packet_out: 862, ratio: 1.00
s59 packet_in: 864, packet_out: 864, ratio: 1.00
s60 packet_in: 864, packet_out: 1728, ratio: 2.00
s61 packet_in: 861, packet_out: 861, ratio: 1.00
s62 packet_in: 860, packet_out: 860, ratio: 1.00
s63 packet_in: 864, packet_out: 864, ratio: 1.00
s64 packet_in: 742, packet_out: 742, ratio: 1.00
s65 packet_in: 862, packet_out: 862, ratio: 1.00
s66 packet_in: 96, packet_out: 96, ratio: 1.00
s67 packet_in: 51, packet_out: 51, ratio: 1.00
s68 packet_in: 53, packet_out: 53, ratio: 1.00
s69 packet_in: 54, packet_out: 54, ratio: 1.00
s70 packet_in: 448, packet_out: 448, ratio: 1.00
s71 packet_in: 860, packet_out: 860, ratio: 1.00
s72 packet_in: 862, packet_out: 862, ratio: 1.00
s73 packet_in: 414, packet_out: 414, ratio: 1.00
s74 packet_in: 475, packet_out: 475, ratio: 1.00
s75 packet_in: 865, packet_out: 865, ratio: 1.00
s76 packet_in: 248, packet_out: 248, ratio: 1.00
s77 packet_in: 102, packet_out: 102, ratio: 1.00
s78 packet_in: 134, packet_out: 134, ratio: 1.00
s79 packet_in: 118, packet_out: 118, ratio: 1.00
s80 packet_in: 28, packet_out: 28, ratio: 1.00
s81 packet_in: 57, packet_out: 57, ratio: 1.00
s82 packet_in: 465, packet_out: 465, ratio: 1.00
s83 packet_in: 112, packet_out: 112, ratio: 1.00
s84 packet_in: 852, packet_out: 852, ratio: 1.00
s85 packet_in: 2, packet_out: 2, ratio: 1.00
s86 packet_in: 8, packet_out: 8, ratio: 1.00
s87 packet_in: 2, packet_out: 2, ratio: 1.00
s88 packet_in: 121, packet_out: 121, ratio: 1.00
s89 packet_in: 894, packet_out: 894, ratio: 1.00
s90 packet_in: 76, packet_out: 76, ratio: 1.00
s91 packet_in: 875, packet_out: 875, ratio: 1.00
s92 packet_in: 875, packet_out: 875, ratio: 1.00
s93 packet_in: 98, packet_out: 98, ratio: 1.00
s94 packet_in: 76, packet_out: 76, ratio: 1.00
s95 packet_in: 869, packet_out: 869, ratio: 1.00
s96 packet_in: 77, packet_out: 77, ratio: 1.00
s97 packet_in: 873, packet_out: 873, ratio: 1.00
s98 packet_in: 869, packet_out: 869, ratio: 1.00
s99 packet_in: 73, packet_out: 73, ratio: 1.00
s100 packet_in: 82, packet_out: 82, ratio: 1.00
s101 packet_in: 47, packet_out: 47, ratio: 1.00
s102 packet_in: 12, packet_out: 12, ratio: 1.00
s103 packet_in: 8, packet_out: 8, ratio: 1.00
s104 packet_in: 361, packet_out: 361, ratio: 1.00
s105 packet_in: 63, packet_out: 63, ratio: 1.00
s106 packet_in: 870, packet_out: 870, ratio: 1.00
s107 packet_in: 872, packet_out: 872, ratio: 1.00
s108 packet_in: 277, packet_out: 277, ratio: 1.00
s109 packet_in: 156, packet_out: 156, ratio: 1.00
s110 packet_in: 32, packet_out: 32, ratio: 1.00
s111 packet_in: 860, packet_out: 860, ratio: 1.00
