s1 packet_in: 12, packet_out: 12, ratio: 1.00
s2 packet_in: 481, packet_out: 481, ratio: 1.00
s3 packet_in: 41, packet_out: 41, ratio: 1.00
s4 packet_in: 419, packet_out: 419, ratio: 1.00
s5 packet_in: 93, packet_out: 93, ratio: 1.00
s6 packet_in: 74, packet_out: 74, ratio: 1.00
s7 packet_in: 39, packet_out: 39, ratio: 1.00
s8 packet_in: 31, packet_out: 31, ratio: 1.00
s9 packet_in: 169, packet_out: 169, ratio: 1.00
s10 packet_in: 14, packet_out: 14, ratio: 1.00
s11 packet_in: 125, packet_out: 125, ratio: 1.00
s12 packet_in: 19, packet_out: 19, ratio: 1.00
s13 packet_in: 312, packet_out: 312, ratio: 1.00
s14 packet_in: 121, packet_out: 121, ratio: 1.00
s15 packet_in: 14, packet_out: 14, ratio: 1.00
s16 packet_in: 645, packet_out: 645, ratio: 1.00
s17 packet_in: 15, packet_out: 15, ratio: 1.00
s18 packet_in: 45, packet_out: 45, ratio: 1.00
s19 packet_in: 831, packet_out: 831, ratio: 1.00
s20 packet_in: 40, packet_out: 40, ratio: 1.00
s21 packet_in: 238, packet_out: 238, ratio: 1.00
s22 packet_in: 838, packet_out: 838, ratio: 1.00
s23 packet_in: 22, packet_out: 22, ratio: 1.00
s24 packet_in: 220, packet_out: 220, ratio: 1.00
s25 packet_in: 9, packet_out: 9, ratio: 1.00
s26 packet_in: 47, packet_out: 47, ratio: 1.00
s27 packet_in: 118, packet_out: 118, ratio: 1.00
s28 packet_in: 12, packet_out: 12, ratio: 1.00
s29 packet_in: 62, packet_out: 62, ratio: 1.00
s30 packet_in: 14, packet_out: 14, ratio: 1.00
s31 packet_in: 724, packet_out: 724, ratio: 1.00
s32 packet_in: 364, packet_out: 364, ratio: 1.00
s33 packet_in: 427, packet_out: 427, ratio: 1.00
s34 packet_in: 245, packet_out: 245, ratio: 1.00
s35 packet_in: 572, packet_out: 572, ratio: 1.00
s36 packet_in: 172, packet_out: 172, ratio: 1.00
s37 packet_in: 310, packet_out: 310, ratio: 1.00
s38 packet_in: 608, packet_out: 608, ratio: 1.00
s39 packet_in: 185, packet_out: 185, ratio: 1.00
s40 packet_in: 842, packet_out: 842, ratio: 1.00
s41 packet_in: 326, packet_out: 326, ratio: 1.00
s42 packet_in: 665, packet_out: 665, ratio: 1.00
s43 packet_in: 543, packet_out: 543, ratio: 1.00
s44 packet_in: 350, packet_out: 350, ratio: 1.00
s45 packet_in: 843, packet_out: 843, ratio: 1.00
s46 packet_in: 847, packet_out: 847, ratio: 1.00
s47 packet_in: 843, packet_out: 843, ratio: 1.00
s48 packet_in: 843, packet_out: 843, ratio: 1.00
s49 packet_in: 839, packet_out: 839, ratio: 1.00
s50 packet_in: 694, packet_out: 694, ratio: 1.00
s51 packet_in: 844, packet_out: 844, ratio: 1.00
s52 packet_in: 847, packet_out: 847, ratio: 1.00
s53 packet_in: 844, packet_out: 844, ratio: 1.00
s54 packet_in: 845, packet_out: 845, ratio: 1.00
s55 packet_in: 840, packet_out: 840, ratio: 1.00
s56 packet_in: 847, packet_out: 847, ratio: 1.00
s57 packet_in: 352, packet_out: 352, ratio: 1.00
s58 packet_in: 837, packet_out: 837, ratio: 1.00
s59 packet_in: 714, packet_out: 714, ratio: 1.00
s60 packet_in: 206, packet_out: 206, ratio: 1.00
s61 packet_in: 34, packet_out: 34, ratio: 1.00
s62 packet_in: 61, packet_out: 61, ratio: 1.00
s63 packet_in: 62, packet_out: 62, ratio: 1.00
s64 packet_in: 841, packet_out: 841, ratio: 1.00
s65 packet_in: 593, packet_out: 593, ratio: 1.00
s66 packet_in: 398, packet_out: 398, ratio: 1.00
s67 packet_in: 839, packet_out: 839, ratio: 1.00
s68 packet_in: 765, packet_out: 765, ratio: 1.00
s69 packet_in: 840, packet_out: 840, ratio: 1.00
s70 packet_in: 578, packet_out: 578, ratio: 1.00
s71 packet_in: 48, packet_out: 48, ratio: 1.00
s72 packet_in: 842, packet_out: 842, ratio: 1.00
s73 packet_in: 54, packet_out: 54, ratio: 1.00
s74 packet_in: 88, packet_out: 88, ratio: 1.00
s75 packet_in: 150, packet_out: 150, ratio: 1.00
s76 packet_in: 9, packet_out: 9, ratio: 1.00
s77 packet_in: 2, packet_out: 2, ratio: 1.00
s78 packet_in: 66, packet_out: 66, ratio: 1.00
s79 packet_in: 8, packet_out: 8, ratio: 1.00
s80 packet_in: 38, packet_out: 38, ratio: 1.00
s81 packet_in: 552, packet_out: 552, ratio: 1.00
s82 packet_in: 3, packet_out: 3, ratio: 1.00
s83 packet_in: 156, packet_out: 156, ratio: 1.00
s84 packet_in: 847, packet_out: 847, ratio: 1.00
s85 packet_in: 742, packet_out: 742, ratio: 1.00
s86 packet_in: 47, packet_out: 47, ratio: 1.00
s87 packet_in: 488, packet_out: 488, ratio: 1.00
s88 packet_in: 4, packet_out: 4, ratio: 1.00
s89 packet_in: 108, packet_out: 108, ratio: 1.00
s90 packet_in: 845, packet_out: 845, ratio: 1.00
s91 packet_in: 844, packet_out: 844, ratio: 1.00
s92 packet_in: 846, packet_out: 846, ratio: 1.00
s93 packet_in: 106, packet_out: 106, ratio: 1.00
s94 packet_in: 857, packet_out: 857, ratio: 1.00
s95 packet_in: 10, packet_out: 10, ratio: 1.00
s96 packet_in: 108, packet_out: 108, ratio: 1.00
s97 packet_in: 845, packet_out: 845, ratio: 1.00
s98 packet_in: 58, packet_out: 58, ratio: 1.00
s99 packet_in: 281, packet_out: 281, ratio: 1.00
s100 packet_in: 5, packet_out: 5, ratio: 1.00
s101 packet_in: 848, packet_out: 848, ratio: 1.00
s102 packet_in: 138, packet_out: 138, ratio: 1.00
s103 packet_in: 74, packet_out: 74, ratio: 1.00
s104 packet_in: 54, packet_out: 54, ratio: 1.00
s105 packet_in: 837, packet_out: 837, ratio: 1.00
s106 packet_in: 423, packet_out: 423, ratio: 1.00
s107 packet_in: 615, packet_out: 615, ratio: 1.00
s108 packet_in: 835, packet_out: 835, ratio: 1.00
s109 packet_in: 381, packet_out: 381, ratio: 1.00
s110 packet_in: 38, packet_out: 38, ratio: 1.00
s111 packet_in: 6, packet_out: 6, ratio: 1.00
s112 packet_in: 72, packet_out: 72, ratio: 1.00
