s1 packet_in: 47, packet_out: 47, ratio: 1.00
s2 packet_in: 22, packet_out: 22, ratio: 1.00
s3 packet_in: 48, packet_out: 48, ratio: 1.00
s4 packet_in: 22, packet_out: 22, ratio: 1.00
s5 packet_in: 106, packet_out: 106, ratio: 1.00
s6 packet_in: 43, packet_out: 43, ratio: 1.00
s7 packet_in: 38, packet_out: 38, ratio: 1.00
s8 packet_in: 19, packet_out: 19, ratio: 1.00
s9 packet_in: 51, packet_out: 51, ratio: 1.00
s10 packet_in: 26, packet_out: 26, ratio: 1.00
s11 packet_in: 6, packet_out: 6, ratio: 1.00
s12 packet_in: 8, packet_out: 8, ratio: 1.00
s13 packet_in: 24, packet_out: 24, ratio: 1.00
s14 packet_in: 156, packet_out: 156, ratio: 1.00
s15 packet_in: 30, packet_out: 30, ratio: 1.00
s16 packet_in: 34, packet_out: 34, ratio: 1.00
s17 packet_in: 64, packet_out: 64, ratio: 1.00
s18 packet_in: 5, packet_out: 5, ratio: 1.00
s19 packet_in: 11, packet_out: 11, ratio: 1.00
s20 packet_in: 8, packet_out: 8, ratio: 1.00
