s1 packet_in: 17, packet_out: 17, ratio: 1.00
s2 packet_in: 34, packet_out: 34, ratio: 1.00
s3 packet_in: 301, packet_out: 301, ratio: 1.00
s4 packet_in: 465, packet_out: 465, ratio: 1.00
s5 packet_in: 43, packet_out: 43, ratio: 1.00
s6 packet_in: 61, packet_out: 61, ratio: 1.00
s7 packet_in: 99, packet_out: 99, ratio: 1.00
s8 packet_in: 262, packet_out: 262, ratio: 1.00
s9 packet_in: 24, packet_out: 24, ratio: 1.00
s10 packet_in: 382, packet_out: 382, ratio: 1.00
s11 packet_in: 588, packet_out: 588, ratio: 1.00
s12 packet_in: 11, packet_out: 11, ratio: 1.00
s13 packet_in: 98, packet_out: 98, ratio: 1.00
s14 packet_in: 405, packet_out: 405, ratio: 1.00
s15 packet_in: 154, packet_out: 154, ratio: 1.00
s16 packet_in: 479, packet_out: 479, ratio: 1.00
s17 packet_in: 503, packet_out: 503, ratio: 1.00
s18 packet_in: 260, packet_out: 260, ratio: 1.00
s19 packet_in: 753, packet_out: 753, ratio: 1.00
s20 packet_in: 297, packet_out: 297, ratio: 1.00
s21 packet_in: 419, packet_out: 419, ratio: 1.00
s22 packet_in: 761, packet_out: 761, ratio: 1.00
s23 packet_in: 112, packet_out: 112, ratio: 1.00
s24 packet_in: 42, packet_out: 42, ratio: 1.00
s25 packet_in: 121, packet_out: 121, ratio: 1.00
s26 packet_in: 790, packet_out: 790, ratio: 1.00
s27 packet_in: 816, packet_out: 816, ratio: 1.00
s28 packet_in: 793, packet_out: 793, ratio: 1.00
s29 packet_in: 788, packet_out: 788, ratio: 1.00
s30 packet_in: 793, packet_out: 793, ratio: 1.00
s31 packet_in: 79, packet_out: 79, ratio: 1.00
s32 packet_in: 17, packet_out: 17, ratio: 1.00
s33 packet_in: 37, packet_out: 37, ratio: 1.00
s34 packet_in: 19, packet_out: 19, ratio: 1.00
s35 packet_in: 46, packet_out: 46, ratio: 1.00
s36 packet_in: 717, packet_out: 717, ratio: 1.00
s37 packet_in: 782, packet_out: 782, ratio: 1.00
s38 packet_in: 787, packet_out: 787, ratio: 1.00
s39 packet_in: 784, packet_out: 784, ratio: 1.00
s40 packet_in: 200, packet_out: 200, ratio: 1.00
s41 packet_in: 680, packet_out: 680, ratio: 1.00
s42 packet_in: 463, packet_out: 463, ratio: 1.00
s43 packet_in: 785, packet_out: 785, ratio: 1.00
s44 packet_in: 778, packet_out: 778, ratio: 1.00
s45 packet_in: 783, packet_out: 783, ratio: 1.00
s46 packet_in: 788, packet_out: 788, ratio: 1.00
s47 packet_in: 787, packet_out: 787, ratio: 1.00
s48 packet_in: 780, packet_out: 780, ratio: 1.00
s49 packet_in: 785, packet_out: 785, ratio: 1.00
s50 packet_in: 776, packet_out: 776, ratio: 1.00
s51 packet_in: 292, packet_out: 292, ratio: 1.00
s52 packet_in: 151, packet_out: 151, ratio: 1.00
s53 packet_in: 17, packet_out: 17, ratio: 1.00
s54 packet_in: 163, packet_out: 163, ratio: 1.00
s55 packet_in: 442, packet_out: 442, ratio: 1.00
s56 packet_in: 45, packet_out: 45, ratio: 1.00
s57 packet_in: 44, packet_out: 44, ratio: 1.00
s58 packet_in: 211, packet_out: 211, ratio: 1.00
s59 packet_in: 66, packet_out: 66, ratio: 1.00
s60 packet_in: 45, packet_out: 45, ratio: 1.00
s61 packet_in: 788, packet_out: 788, ratio: 1.00
s62 packet_in: 782, packet_out: 782, ratio: 1.00
s63 packet_in: 777, packet_out: 777, ratio: 1.00
s64 packet_in: 784, packet_out: 784, ratio: 1.00
s65 packet_in: 780, packet_out: 780, ratio: 1.00
s66 packet_in: 45, packet_out: 45, ratio: 1.00
s67 packet_in: 85, packet_out: 85, ratio: 1.00
s68 packet_in: 510, packet_out: 510, ratio: 1.00
s69 packet_in: 149, packet_out: 149, ratio: 1.00
s70 packet_in: 296, packet_out: 296, ratio: 1.00
s71 packet_in: 139, packet_out: 139, ratio: 1.00
s72 packet_in: 86, packet_out: 86, ratio: 1.00
s73 packet_in: 742, packet_out: 742, ratio: 1.00
s74 packet_in: 792, packet_out: 792, ratio: 1.00
s75 packet_in: 72, packet_out: 72, ratio: 1.00
s76 packet_in: 205, packet_out: 205, ratio: 1.00
s77 packet_in: 792, packet_out: 792, ratio: 1.00
s78 packet_in: 815, packet_out: 815, ratio: 1.00
s79 packet_in: 795, packet_out: 795, ratio: 1.00
s80 packet_in: 828, packet_out: 828, ratio: 1.00
s81 packet_in: 169, packet_out: 169, ratio: 1.00
s82 packet_in: 2, packet_out: 2, ratio: 1.00
s83 packet_in: 2, packet_out: 2, ratio: 1.00
s84 packet_in: 4, packet_out: 4, ratio: 1.00
s85 packet_in: 4, packet_out: 4, ratio: 1.00
s86 packet_in: 4, packet_out: 4, ratio: 1.00
s87 packet_in: 789, packet_out: 789, ratio: 1.00
s88 packet_in: 88, packet_out: 88, ratio: 1.00
s89 packet_in: 87, packet_out: 87, ratio: 1.00
s90 packet_in: 796, packet_out: 796, ratio: 1.00
s91 packet_in: 779, packet_out: 779, ratio: 1.00
s92 packet_in: 89, packet_out: 89, ratio: 1.00
s93 packet_in: 104, packet_out: 104, ratio: 1.00
s94 packet_in: 2, packet_out: 2, ratio: 1.00
s95 packet_in: 95, packet_out: 95, ratio: 1.00
s96 packet_in: 6, packet_out: 6, ratio: 1.00
s97 packet_in: 55, packet_out: 55, ratio: 1.00
s98 packet_in: 783, packet_out: 783, ratio: 1.00
s99 packet_in: 456, packet_out: 456, ratio: 1.00
s100 packet_in: 800, packet_out: 800, ratio: 1.00
s101 packet_in: 10, packet_out: 10, ratio: 1.00
s102 packet_in: 6, packet_out: 6, ratio: 1.00
s103 packet_in: 188, packet_out: 188, ratio: 1.00
s104 packet_in: 622, packet_out: 622, ratio: 1.00
s105 packet_in: 89, packet_out: 89, ratio: 1.00
s106 packet_in: 114, packet_out: 114, ratio: 1.00
s107 packet_in: 788, packet_out: 788, ratio: 1.00
s108 packet_in: 87, packet_out: 87, ratio: 1.00
s109 packet_in: 5, packet_out: 5, ratio: 1.00
s110 packet_in: 778, packet_out: 778, ratio: 1.00
s111 packet_in: 216, packet_out: 216, ratio: 1.00
s112 packet_in: 213, packet_out: 213, ratio: 1.00
s113 packet_in: 6, packet_out: 6, ratio: 1.00
s114 packet_in: 793, packet_out: 793, ratio: 1.00
s115 packet_in: 788, packet_out: 788, ratio: 1.00
s116 packet_in: 68, packet_out: 68, ratio: 1.00
s117 packet_in: 78, packet_out: 78, ratio: 1.00
s118 packet_in: 8, packet_out: 8, ratio: 1.00
s119 packet_in: 173, packet_out: 173, ratio: 1.00
s120 packet_in: 106, packet_out: 106, ratio: 1.00
s121 packet_in: 2, packet_out: 2, ratio: 1.00
s122 packet_in: 806, packet_out: 806, ratio: 1.00
s123 packet_in: 812, packet_out: 812, ratio: 1.00
s124 packet_in: 3, packet_out: 3, ratio: 1.00
s125 packet_in: 806, packet_out: 806, ratio: 1.00
