s1 packet_in: 541, packet_out: 541, ratio: 1.00
s2 packet_in: 1259, packet_out: 1259, ratio: 1.00
s3 packet_in: 60, packet_out: 60, ratio: 1.00
s4 packet_in: 469, packet_out: 469, ratio: 1.00
s5 packet_in: 70, packet_out: 70, ratio: 1.00
s6 packet_in: 838, packet_out: 838, ratio: 1.00
s7 packet_in: 1266, packet_out: 1266, ratio: 1.00
s8 packet_in: 64, packet_out: 64, ratio: 1.00
s9 packet_in: 215, packet_out: 215, ratio: 1.00
s10 packet_in: 155, packet_out: 155, ratio: 1.00
s11 packet_in: 410, packet_out: 410, ratio: 1.00
s12 packet_in: 733, packet_out: 733, ratio: 1.00
s13 packet_in: 115, packet_out: 115, ratio: 1.00
s14 packet_in: 610, packet_out: 610, ratio: 1.00
s15 packet_in: 225, packet_out: 225, ratio: 1.00
s16 packet_in: 601, packet_out: 601, ratio: 1.00
s17 packet_in: 1118, packet_out: 1118, ratio: 1.00
s18 packet_in: 1258, packet_out: 1258, ratio: 1.00
s19 packet_in: 408, packet_out: 408, ratio: 1.00
s20 packet_in: 65, packet_out: 65, ratio: 1.00
s21 packet_in: 47, packet_out: 47, ratio: 1.00
s22 packet_in: 495, packet_out: 495, ratio: 1.00
s23 packet_in: 1257, packet_out: 1257, ratio: 1.00
s24 packet_in: 259, packet_out: 259, ratio: 1.00
s25 packet_in: 324, packet_out: 324, ratio: 1.00
s26 packet_in: 182, packet_out: 182, ratio: 1.00
s27 packet_in: 1261, packet_out: 1261, ratio: 1.00
s28 packet_in: 1187, packet_out: 1187, ratio: 1.00
s29 packet_in: 1259, packet_out: 1259, ratio: 1.00
s30 packet_in: 27, packet_out: 27, ratio: 1.00
s31 packet_in: 400, packet_out: 400, ratio: 1.00
s32 packet_in: 164, packet_out: 164, ratio: 1.00
s33 packet_in: 91, packet_out: 91, ratio: 1.00
s34 packet_in: 121, packet_out: 121, ratio: 1.00
s35 packet_in: 407, packet_out: 407, ratio: 1.00
s36 packet_in: 222, packet_out: 222, ratio: 1.00
s37 packet_in: 87, packet_out: 87, ratio: 1.00
s38 packet_in: 1259, packet_out: 1259, ratio: 1.00
s39 packet_in: 637, packet_out: 637, ratio: 1.00
s40 packet_in: 59, packet_out: 59, ratio: 1.00
s41 packet_in: 22, packet_out: 22, ratio: 1.00
s42 packet_in: 88, packet_out: 88, ratio: 1.00
s43 packet_in: 76, packet_out: 76, ratio: 1.00
s44 packet_in: 39, packet_out: 39, ratio: 1.00
s45 packet_in: 55, packet_out: 55, ratio: 1.00
