s1 packet_in: 389, packet_out: 389, ratio: 1.00
s2 packet_in: 49, packet_out: 49, ratio: 1.00
s3 packet_in: 12, packet_out: 12, ratio: 1.00
s4 packet_in: 28, packet_out: 28, ratio: 1.00
s5 packet_in: 51, packet_out: 51, ratio: 1.00
s6 packet_in: 20, packet_out: 20, ratio: 1.00
s7 packet_in: 233, packet_out: 233, ratio: 1.00
s8 packet_in: 238, packet_out: 238, ratio: 1.00
s9 packet_in: 20, packet_out: 20, ratio: 1.00
s10 packet_in: 10, packet_out: 10, ratio: 1.00
s11 packet_in: 12, packet_out: 12, ratio: 1.00
s12 packet_in: 44, packet_out: 44, ratio: 1.00
s13 packet_in: 48, packet_out: 48, ratio: 1.00
s14 packet_in: 25, packet_out: 25, ratio: 1.00
s15 packet_in: 57, packet_out: 57, ratio: 1.00
s16 packet_in: 9, packet_out: 9, ratio: 1.00
s17 packet_in: 94, packet_out: 94, ratio: 1.00
s18 packet_in: 43, packet_out: 43, ratio: 1.00
s19 packet_in: 53, packet_out: 53, ratio: 1.00
s20 packet_in: 216, packet_out: 216, ratio: 1.00
s21 packet_in: 7, packet_out: 7, ratio: 1.00
s22 packet_in: 46, packet_out: 46, ratio: 1.00
s23 packet_in: 103, packet_out: 103, ratio: 1.00
s24 packet_in: 22, packet_out: 22, ratio: 1.00
s25 packet_in: 298, packet_out: 298, ratio: 1.00
s26 packet_in: 45, packet_out: 45, ratio: 1.00
s27 packet_in: 46, packet_out: 46, ratio: 1.00
s28 packet_in: 6, packet_out: 6, ratio: 1.00
s29 packet_in: 44, packet_out: 88, ratio: 2.00
s30 packet_in: 22, packet_out: 22, ratio: 1.00
s31 packet_in: 39, packet_out: 39, ratio: 1.00
s32 packet_in: 166, packet_out: 166, ratio: 1.00
s33 packet_in: 36, packet_out: 36, ratio: 1.00
s34 packet_in: 1242, packet_out: 1242, ratio: 1.00
s35 packet_in: 111, packet_out: 111, ratio: 1.00
s36 packet_in: 101, packet_out: 101, ratio: 1.00
s37 packet_in: 723, packet_out: 723, ratio: 1.00
s38 packet_in: 140, packet_out: 140, ratio: 1.00
s39 packet_in: 108, packet_out: 108, ratio: 1.00
s40 packet_in: 759, packet_out: 759, ratio: 1.00
s41 packet_in: 1, packet_out: 1, ratio: 1.00
s42 packet_in: 5, packet_out: 5, ratio: 1.00
s43 packet_in: 8, packet_out: 8, ratio: 1.00
s44 packet_in: 2, packet_out: 2, ratio: 1.00
s45 packet_in: 6, packet_out: 6, ratio: 1.00
s46 packet_in: 6, packet_out: 6, ratio: 1.00
s47 packet_in: 5, packet_out: 5, ratio: 1.00
s48 packet_in: 3, packet_out: 3, ratio: 1.00
s49 packet_in: 7, packet_out: 7, ratio: 1.00
s50 packet_in: 8, packet_out: 8, ratio: 1.00
s51 packet_in: 105, packet_out: 105, ratio: 1.00
s52 packet_in: 872, packet_out: 872, ratio: 1.00
s53 packet_in: 77, packet_out: 77, ratio: 1.00
s54 packet_in: 104, packet_out: 104, ratio: 1.00
s55 packet_in: 50, packet_out: 50, ratio: 1.00
s56 packet_in: 13, packet_out: 13, ratio: 1.00
s57 packet_in: 21, packet_out: 21, ratio: 1.00
s58 packet_in: 26, packet_out: 26, ratio: 1.00
s59 packet_in: 13, packet_out: 13, ratio: 1.00
s60 packet_in: 30, packet_out: 30, ratio: 1.00
s61 packet_in: 2324, packet_out: 2324, ratio: 1.00
s62 packet_in: 592, packet_out: 592, ratio: 1.00
s63 packet_in: 901, packet_out: 901, ratio: 1.00
s64 packet_in: 919, packet_out: 919, ratio: 1.00
s65 packet_in: 187, packet_out: 187, ratio: 1.00
s66 packet_in: 209, packet_out: 209, ratio: 1.00
s67 packet_in: 2095, packet_out: 2095, ratio: 1.00
s68 packet_in: 965, packet_out: 965, ratio: 1.00
s69 packet_in: 1254, packet_out: 1254, ratio: 1.00
s70 packet_in: 2072, packet_out: 2072, ratio: 1.00
s71 packet_in: 117, packet_out: 117, ratio: 1.00
s72 packet_in: 83, packet_out: 83, ratio: 1.00
s73 packet_in: 150, packet_out: 150, ratio: 1.00
s74 packet_in: 1677, packet_out: 1677, ratio: 1.00
s75 packet_in: 1363, packet_out: 1363, ratio: 1.00
s76 packet_in: 8, packet_out: 8, ratio: 1.00
s77 packet_in: 13, packet_out: 13, ratio: 1.00
s78 packet_in: 75, packet_out: 75, ratio: 1.00
s79 packet_in: 9, packet_out: 9, ratio: 1.00
s80 packet_in: 4, packet_out: 4, ratio: 1.00
s81 packet_in: 75, packet_out: 75, ratio: 1.00
s82 packet_in: 577, packet_out: 577, ratio: 1.00
s83 packet_in: 2493, packet_out: 2493, ratio: 1.00
s84 packet_in: 84, packet_out: 84, ratio: 1.00
s85 packet_in: 8, packet_out: 8, ratio: 1.00
s86 packet_in: 97, packet_out: 97, ratio: 1.00
s87 packet_in: 714, packet_out: 714, ratio: 1.00
s88 packet_in: 6, packet_out: 6, ratio: 1.00
s89 packet_in: 3003, packet_out: 3003, ratio: 1.00
s90 packet_in: 1754, packet_out: 1754, ratio: 1.00
s91 packet_in: 6, packet_out: 6, ratio: 1.00
s92 packet_in: 4, packet_out: 4, ratio: 1.00
s93 packet_in: 4, packet_out: 4, ratio: 1.00
s94 packet_in: 8, packet_out: 8, ratio: 1.00
s95 packet_in: 8, packet_out: 8, ratio: 1.00
s96 packet_in: 6, packet_out: 6, ratio: 1.00
s97 packet_in: 4, packet_out: 4, ratio: 1.00
s98 packet_in: 13, packet_out: 13, ratio: 1.00
s99 packet_in: 16, packet_out: 16, ratio: 1.00
s100 packet_in: 6, packet_out: 6, ratio: 1.00
s101 packet_in: 10, packet_out: 10, ratio: 1.00
s102 packet_in: 4, packet_out: 4, ratio: 1.00
s103 packet_in: 92, packet_out: 92, ratio: 1.00
s104 packet_in: 233, packet_out: 233, ratio: 1.00
s105 packet_in: 8, packet_out: 8, ratio: 1.00
s106 packet_in: 43, packet_out: 43, ratio: 1.00
s107 packet_in: 4, packet_out: 4, ratio: 1.00
s108 packet_in: 8, packet_out: 8, ratio: 1.00
