s1 packet_in: 296, packet_out: 296, ratio: 1.00
s2 packet_in: 233, packet_out: 233, ratio: 1.00
s3 packet_in: 568, packet_out: 568, ratio: 1.00
s4 packet_in: 488, packet_out: 488, ratio: 1.00
s5 packet_in: 69, packet_out: 69, ratio: 1.00
s6 packet_in: 414, packet_out: 414, ratio: 1.00
s7 packet_in: 350, packet_out: 350, ratio: 1.00
s8 packet_in: 135, packet_out: 135, ratio: 1.00
s9 packet_in: 304, packet_out: 304, ratio: 1.00
s10 packet_in: 244, packet_out: 244, ratio: 1.00
s11 packet_in: 93, packet_out: 93, ratio: 1.00
s12 packet_in: 139, packet_out: 139, ratio: 1.00
s13 packet_in: 561, packet_out: 561, ratio: 1.00
s14 packet_in: 71, packet_out: 71, ratio: 1.00
s15 packet_in: 99, packet_out: 99, ratio: 1.00
s16 packet_in: 36, packet_out: 36, ratio: 1.00
s17 packet_in: 19, packet_out: 19, ratio: 1.00
s18 packet_in: 51, packet_out: 51, ratio: 1.00
s19 packet_in: 255, packet_out: 255, ratio: 1.00
s20 packet_in: 53, packet_out: 53, ratio: 1.00
s21 packet_in: 119, packet_out: 119, ratio: 1.00
s22 packet_in: 123, packet_out: 123, ratio: 1.00
s23 packet_in: 118, packet_out: 118, ratio: 1.00
s24 packet_in: 165, packet_out: 165, ratio: 1.00
s25 packet_in: 67, packet_out: 67, ratio: 1.00
s26 packet_in: 47, packet_out: 47, ratio: 1.00
s27 packet_in: 106, packet_out: 106, ratio: 1.00
s28 packet_in: 20, packet_out: 20, ratio: 1.00
s29 packet_in: 72, packet_out: 72, ratio: 1.00
s30 packet_in: 50, packet_out: 100, ratio: 2.00
s31 packet_in: 94, packet_out: 94, ratio: 1.00
s32 packet_in: 4, packet_out: 4, ratio: 1.00
s33 packet_in: 45, packet_out: 45, ratio: 1.00
s34 packet_in: 5, packet_out: 5, ratio: 1.00
s35 packet_in: 62, packet_out: 62, ratio: 1.00
s36 packet_in: 66, packet_out: 66, ratio: 1.00
s37 packet_in: 53, packet_out: 53, ratio: 1.00
s38 packet_in: 30, packet_out: 30, ratio: 1.00
s39 packet_in: 83, packet_out: 83, ratio: 1.00
s40 packet_in: 6, packet_out: 6, ratio: 1.00
s41 packet_in: 858, packet_out: 858, ratio: 1.00
s42 packet_in: 130, packet_out: 130, ratio: 1.00
s43 packet_in: 11, packet_out: 11, ratio: 1.00
s44 packet_in: 44, packet_out: 44, ratio: 1.00
s45 packet_in: 51, packet_out: 51, ratio: 1.00
