s1 packet_in: 27, packet_out: 27, ratio: 1.00
s2 packet_in: 145, packet_out: 145, ratio: 1.00
s3 packet_in: 379, packet_out: 379, ratio: 1.00
s4 packet_in: 682, packet_out: 682, ratio: 1.00
s5 packet_in: 146, packet_out: 146, ratio: 1.00
s6 packet_in: 197, packet_out: 197, ratio: 1.00
s7 packet_in: 132, packet_out: 132, ratio: 1.00
s8 packet_in: 254, packet_out: 254, ratio: 1.00
s9 packet_in: 59, packet_out: 59, ratio: 1.00
s10 packet_in: 49, packet_out: 49, ratio: 1.00
s11 packet_in: 13, packet_out: 13, ratio: 1.00
s12 packet_in: 88, packet_out: 88, ratio: 1.00
s13 packet_in: 90, packet_out: 90, ratio: 1.00
s14 packet_in: 103, packet_out: 103, ratio: 1.00
s15 packet_in: 89, packet_out: 89, ratio: 1.00
s16 packet_in: 406, packet_out: 406, ratio: 1.00
s17 packet_in: 81, packet_out: 81, ratio: 1.00
s18 packet_in: 305, packet_out: 305, ratio: 1.00
s19 packet_in: 62, packet_out: 62, ratio: 1.00
s20 packet_in: 53, packet_out: 53, ratio: 1.00
s21 packet_in: 14, packet_out: 14, ratio: 1.00
s22 packet_in: 22, packet_out: 22, ratio: 1.00
s23 packet_in: 649, packet_out: 649, ratio: 1.00
s24 packet_in: 46, packet_out: 46, ratio: 1.00
s25 packet_in: 274, packet_out: 274, ratio: 1.00
s26 packet_in: 188, packet_out: 188, ratio: 1.00
s27 packet_in: 57, packet_out: 57, ratio: 1.00
s28 packet_in: 870, packet_out: 870, ratio: 1.00
s29 packet_in: 875, packet_out: 875, ratio: 1.00
s30 packet_in: 102, packet_out: 102, ratio: 1.00
s31 packet_in: 873, packet_out: 873, ratio: 1.00
s32 packet_in: 642, packet_out: 642, ratio: 1.00
s33 packet_in: 249, packet_out: 249, ratio: 1.00
s34 packet_in: 79, packet_out: 79, ratio: 1.00
s35 packet_in: 473, packet_out: 473, ratio: 1.00
s36 packet_in: 73, packet_out: 73, ratio: 1.00
s37 packet_in: 122, packet_out: 122, ratio: 1.00
s38 packet_in: 124, packet_out: 124, ratio: 1.00
s39 packet_in: 384, packet_out: 384, ratio: 1.00
s40 packet_in: 298, packet_out: 298, ratio: 1.00
s41 packet_in: 875, packet_out: 875, ratio: 1.00
s42 packet_in: 868, packet_out: 868, ratio: 1.00
s43 packet_in: 877, packet_out: 877, ratio: 1.00
s44 packet_in: 878, packet_out: 878, ratio: 1.00
s45 packet_in: 877, packet_out: 877, ratio: 1.00
s46 packet_in: 60, packet_out: 60, ratio: 1.00
s47 packet_in: 64, packet_out: 64, ratio: 1.00
s48 packet_in: 466, packet_out: 466, ratio: 1.00
s49 packet_in: 463, packet_out: 463, ratio: 1.00
s50 packet_in: 70, packet_out: 70, ratio: 1.00
s51 packet_in: 742, packet_out: 742, ratio: 1.00
s52 packet_in: 869, packet_out: 869, ratio: 1.00
s53 packet_in: 551, packet_out: 551, ratio: 1.00
s54 packet_in: 871, packet_out: 871, ratio: 1.00
s55 packet_in: 871, packet_out: 871, ratio: 1.00
s56 packet_in: 448, packet_out: 448, ratio: 1.00
s57 packet_in: 869, packet_out: 869, ratio: 1.00
s58 packet_in: 134, packet_out: 134, ratio: 1.00
s59 packet_in: 425, packet_out: 425, ratio: 1.00
s60 packet_in: 250, packet_out: 250, ratio: 1.00
s61 packet_in: 49, packet_out: 49, ratio: 1.00
s62 packet_in: 114, packet_out: 114, ratio: 1.00
s63 packet_in: 293, packet_out: 293, ratio: 1.00
