s1 packet_in: 159, packet_out: 159, ratio: 1.00
s2 packet_in: 411, packet_out: 411, ratio: 1.00
s3 packet_in: 256, packet_out: 256, ratio: 1.00
s4 packet_in: 478, packet_out: 478, ratio: 1.00
s5 packet_in: 11, packet_out: 11, ratio: 1.00
s6 packet_in: 580, packet_out: 580, ratio: 1.00
s7 packet_in: 79, packet_out: 79, ratio: 1.00
s8 packet_in: 19, packet_out: 19, ratio: 1.00
s9 packet_in: 714, packet_out: 714, ratio: 1.00
s10 packet_in: 61, packet_out: 61, ratio: 1.00
s11 packet_in: 28, packet_out: 28, ratio: 1.00
s12 packet_in: 46, packet_out: 46, ratio: 1.00
s13 packet_in: 68, packet_out: 68, ratio: 1.00
s14 packet_in: 689, packet_out: 689, ratio: 1.00
s15 packet_in: 389, packet_out: 389, ratio: 1.00
s16 packet_in: 15, packet_out: 15, ratio: 1.00
s17 packet_in: 14, packet_out: 14, ratio: 1.00
s18 packet_in: 295, packet_out: 295, ratio: 1.00
s19 packet_in: 103, packet_out: 103, ratio: 1.00
s20 packet_in: 14, packet_out: 14, ratio: 1.00
s21 packet_in: 17, packet_out: 17, ratio: 1.00
s22 packet_in: 89, packet_out: 89, ratio: 1.00
s23 packet_in: 69, packet_out: 69, ratio: 1.00
s24 packet_in: 267, packet_out: 267, ratio: 1.00
s25 packet_in: 19, packet_out: 19, ratio: 1.00
s26 packet_in: 718, packet_out: 718, ratio: 1.00
s27 packet_in: 96, packet_out: 96, ratio: 1.00
s28 packet_in: 78, packet_out: 78, ratio: 1.00
s29 packet_in: 9, packet_out: 9, ratio: 1.00
s30 packet_in: 184, packet_out: 184, ratio: 1.00
s31 packet_in: 727, packet_out: 727, ratio: 1.00
s32 packet_in: 724, packet_out: 724, ratio: 1.00
s33 packet_in: 732, packet_out: 732, ratio: 1.00
s34 packet_in: 456, packet_out: 456, ratio: 1.00
s35 packet_in: 195, packet_out: 195, ratio: 1.00
s36 packet_in: 712, packet_out: 712, ratio: 1.00
s37 packet_in: 720, packet_out: 720, ratio: 1.00
s38 packet_in: 711, packet_out: 711, ratio: 1.00
s39 packet_in: 710, packet_out: 1420, ratio: 2.00
s40 packet_in: 713, packet_out: 713, ratio: 1.00
s41 packet_in: 714, packet_out: 714, ratio: 1.00
s42 packet_in: 469, packet_out: 469, ratio: 1.00
s43 packet_in: 716, packet_out: 716, ratio: 1.00
s44 packet_in: 717, packet_out: 717, ratio: 1.00
s45 packet_in: 501, packet_out: 501, ratio: 1.00
s46 packet_in: 342, packet_out: 342, ratio: 1.00
s47 packet_in: 718, packet_out: 718, ratio: 1.00
s48 packet_in: 569, packet_out: 569, ratio: 1.00
s49 packet_in: 713, packet_out: 713, ratio: 1.00
s50 packet_in: 492, packet_out: 492, ratio: 1.00
s51 packet_in: 727, packet_out: 727, ratio: 1.00
s52 packet_in: 214, packet_out: 214, ratio: 1.00
s53 packet_in: 415, packet_out: 415, ratio: 1.00
s54 packet_in: 735, packet_out: 735, ratio: 1.00
s55 packet_in: 492, packet_out: 492, ratio: 1.00
s56 packet_in: 715, packet_out: 715, ratio: 1.00
s57 packet_in: 712, packet_out: 712, ratio: 1.00
s58 packet_in: 708, packet_out: 708, ratio: 1.00
s59 packet_in: 717, packet_out: 717, ratio: 1.00
s60 packet_in: 711, packet_out: 711, ratio: 1.00
s61 packet_in: 118, packet_out: 118, ratio: 1.00
s62 packet_in: 116, packet_out: 116, ratio: 1.00
s63 packet_in: 82, packet_out: 82, ratio: 1.00
s64 packet_in: 81, packet_out: 81, ratio: 1.00
s65 packet_in: 86, packet_out: 86, ratio: 1.00
s66 packet_in: 8, packet_out: 8, ratio: 1.00
s67 packet_in: 87, packet_out: 87, ratio: 1.00
s68 packet_in: 11, packet_out: 11, ratio: 1.00
s69 packet_in: 331, packet_out: 331, ratio: 1.00
s70 packet_in: 439, packet_out: 439, ratio: 1.00
s71 packet_in: 288, packet_out: 288, ratio: 1.00
s72 packet_in: 155, packet_out: 155, ratio: 1.00
s73 packet_in: 111, packet_out: 111, ratio: 1.00
s74 packet_in: 70, packet_out: 70, ratio: 1.00
s75 packet_in: 51, packet_out: 51, ratio: 1.00
s76 packet_in: 7, packet_out: 7, ratio: 1.00
s77 packet_in: 460, packet_out: 460, ratio: 1.00
s78 packet_in: 77, packet_out: 77, ratio: 1.00
