s1 packet_in: 32, packet_out: 32, ratio: 1.00
s2 packet_in: 14, packet_out: 14, ratio: 1.00
s3 packet_in: 31, packet_out: 31, ratio: 1.00
s4 packet_in: 13, packet_out: 13, ratio: 1.00
s5 packet_in: 24, packet_out: 24, ratio: 1.00
s6 packet_in: 4, packet_out: 4, ratio: 1.00
s7 packet_in: 21, packet_out: 42, ratio: 2.00
s8 packet_in: 12, packet_out: 12, ratio: 1.00
s9 packet_in: 27, packet_out: 27, ratio: 1.00
s10 packet_in: 19, packet_out: 19, ratio: 1.00
s11 packet_in: 37, packet_out: 37, ratio: 1.00
s12 packet_in: 20, packet_out: 20, ratio: 1.00
s13 packet_in: 17, packet_out: 17, ratio: 1.00
s14 packet_in: 26, packet_out: 26, ratio: 1.00
s15 packet_in: 17, packet_out: 17, ratio: 1.00
s16 packet_in: 8, packet_out: 8, ratio: 1.00
s17 packet_in: 10, packet_out: 10, ratio: 1.00
s18 packet_in: 43, packet_out: 43, ratio: 1.00
s19 packet_in: 15, packet_out: 15, ratio: 1.00
s20 packet_in: 36, packet_out: 36, ratio: 1.00
